"edge","parent","child","depth_start","depth_end","interval_length","value","color_bin","rate_for_flagging","rate_flag","rate_flag_source","is_near_zero","is_high_outlier","rate_category","mean","median","sd","q025","q975","highest_density_interval_low","highest_density_interval_high","n","ci_width","highest_density_interval_width","cv","clade_key","descendant_tips","descendant_examples"
10,113,114,21.721471,30.372706,8.651235,-12.3569143308728,6,4.2999191796449e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.3569143308728,-12.3616192803016,0.059565132535468,-12.4344920328314,-12.2848510302351,-12.4408526287116,-12.2818968846047,6,0.149641002596296,0.158955744106848,0.00482038888840145,"Chirodipterus_australis | Chirodipterus_wildungensis | Dipterus_valenciennesi | Griphognathus_sculpta | Griphognathus_whitei | Holodipterus_gogoensis | Holodipterus_santacrucensis | Iowadipterus_halli | Orlovichthys_limnatis | Pillararhynchus_longi | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi",14,"Chirodipterus australis; Chirodipterus wildungensis; ..."
37,113,127,21.721471,23.842097,2.120626,-12.3569143308728,6,4.2999191796449e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.3569143308728,-12.3616192803016,0.059565132535468,-12.4344920328314,-12.2848510302351,-12.4408526287116,-12.2818968846047,6,0.149641002596296,0.158955744106848,0.00482038888840145,"Dipnorhynchus_cathlesae | Dipnorhynchus_kurikae",2,"Dipnorhynchus cathlesae; Dipnorhynchus kurikae"
38,127,36,23.842097,32.836072,8.993975,-12.3569143308728,6,4.2999191796449e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.3569143308728,-12.3616192803016,0.059565132535468,-12.4344920328314,-12.2848510302351,-12.4408526287116,-12.2818968846047,6,0.149641002596296,0.158955744106848,0.00482038888840145,"Dipnorhynchus_cathlesae",1,"Dipnorhynchus cathlesae"
39,127,37,23.842097,25.772133,1.930036,-12.3569143308728,6,4.2999191796449e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.3569143308728,-12.3616192803016,0.059565132535468,-12.4344920328314,-12.2848510302351,-12.4408526287116,-12.2818968846047,6,0.149641002596296,0.158955744106848,0.00482038888840145,"Dipnorhynchus_kurikae",1,"Dipnorhynchus kurikae"
11,114,115,30.372706,35.6673,5.294594,-12.4501510565734,6,3.91713101294299e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.4501510565734,-12.3884901090362,0.226002618281009,-12.8387973171926,-12.2848510302351,-12.8956465584042,-12.2818968846047,6,0.55394628695754,0.613749673799466,0.018152600498906,"Chirodipterus_australis | Chirodipterus_wildungensis | Dipterus_valenciennesi | Griphognathus_sculpta | Griphognathus_whitei | Holodipterus_gogoensis | Holodipterus_santacrucensis | Orlovichthys_limnatis | Pillararhynchus_longi | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi",13,"Chirodipterus australis; Chirodipterus wildungensis; ..."
36,114,35,30.372706,49.951816,19.57911,-12.4501510565734,6,3.91713101294299e-06,"regular","value",FALSE,FALSE,"-13 to -12",-12.4501510565734,-12.3884901090362,0.226002618281008,-12.8387973171926,-12.2848510302351,-12.8956465584042,-12.2818968846047,6,0.553946286957538,0.613749673799465,0.0181526004989059,"Iowadipterus_halli",1,"Iowadipterus halli"
140,157,158,9.850334,14.949413,5.099079,-13.1640805357529,5,1.91828205448568e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.1640805357529,-13.0107456395367,0.361103567981617,-13.7494193337918,-12.8820227482651,-13.8039680775176,-12.8774560426509,6,0.86739658552675,0.926512034866752,0.0274309752968223,"Austelliscus_ferox | Cheirolepis_jonesi | Cheirolepis_trailli | Cuneognathus_gardineri | Gogosardina_coatesi | Howqualepis_rostridens | Kentuckia_hlavini | Limnomis_delayni | Mimipiscis_bartrami | Mimipiscis_toombsi | Moythomasia_durgaringa | Osorioichthys_marginis | Paleoneiros_clackorum | Raynerius_splendens | Tegeolepis_clarki",15,"Austelliscus ferox; Cheirolepis jonesi; ..."
169,157,86,9.850334,17.029931,7.179597,-13.1640805357529,5,1.91828205448568e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.1640805357529,-13.0107456395367,0.361103567981617,-13.7494193337918,-12.8820227482651,-13.8039680775176,-12.8774560426509,6,0.86739658552675,0.926512034866752,0.0274309752968223,"Meemannia_eos",1,"Meemannia eos"
123,92,152,6.796867,12.575111,5.778244,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Diplocercides_kayseri | Miguashaia_grossi | Ngamugawi_wirngarri | Onychodus_jandemarrai | Strunius_rolandi | Styloichthys_changae",6,"Diplocercides kayseri; Miguashaia grossi; ..."
125,153,154,15.788378,40.660818,24.87244,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Diplocercides_kayseri | Miguashaia_grossi | Ngamugawi_wirngarri",3,"Diplocercides kayseri; Miguashaia grossi; ..."
126,154,155,40.660818,49.04745,8.386632,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Diplocercides_kayseri | Ngamugawi_wirngarri",2,"Diplocercides kayseri; Ngamugawi wirngarri"
127,155,65,49.04745,53.191961,4.144511,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Diplocercides_kayseri",1,"Diplocercides kayseri"
128,155,66,49.04745,53.260524,4.213074,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Ngamugawi_wirngarri",1,"Ngamugawi wirngarri"
129,154,67,40.660818,50.438892,9.778074,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.224793245660651,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.522907577876111,0.548701959140018,0.0167371445589815,"Miguashaia_grossi",1,"Miguashaia grossi"
130,153,68,15.788378,17.306201,1.517823,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Styloichthys_changae",1,"Styloichthys changae"
131,152,156,12.575111,45.913341,33.33823,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Onychodus_jandemarrai | Strunius_rolandi",2,"Onychodus jandemarrai; Strunius rolandi"
132,156,69,45.913341,53.258918,7.345577,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Onychodus_jandemarrai",1,"Onychodus jandemarrai"
133,156,70,45.913341,52.513145,6.599804,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Strunius_rolandi",1,"Strunius rolandi"
4,92,93,6.796867,8.066865,1.269998,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.522907577876108,0.548701959140015,0.0167371445589814,"Arquatichthys_porosus | Asperocephalus_milleri | Asperocephalus_sp | Cathlorhynchus_trismodipterus | Chirodipterus_australis | Chirodipterus_wildungensis | Cryptolepis_grossi | Diabolepis_speratus | Dipnorhynchus_cathlesae | Dipnorhynchus_kurikae | Dipnorhynchus_sussmilchi | Dipterus_valenciennesi | Durialepis_edentatus | Eusthenopteron_foordi | Eusthenopteron_jenkinsi | Eusthenopteron_saevesoederberghi | Glyptolepis_paucidens | Gogonasus_andrewsae | Griphognathus_sculpta | Griphognathus_whitei | Gyroptychius_groenlandicus | Gyroptychius_milleri | Heimenia_ensis | Holodipterus_gogoensis | Holodipterus_santacrucensis | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Hyneria_lindae | Iowadipterus_halli | Jarvikina_wenjukowi | Kenichthys_campbelli | Koharalepis_jarviki | Laccognathus_embryi | Latvius_grewingki | Latvius_sp | Litoptychus_bryanti | Medoevia_lata | Megalichthys_mullisoni | Orlovichthys_limnatis | Osteolepis_sp | Panderichthys_sp | Pillararhynchus_longi | Platycephalichthys_bischoffi | Platycephalichthys_skuenicus | Polyplocodus_leptognathus | Porolepis_brevis | Powichthys_thorsteinssoni | Quebecius_quebecensis | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi | Speonesydrion_iani | Spodichthys_buetleri | Thursius_estonicus | Tiktaalik_roseae | Tungsenia_paradoxa | Uranolophus_wyomingensis | Youngolepis_praecursor",60,"Arquatichthys porosus; Asperocephalus milleri; ..."
124,152,153,12.575111,15.788378,3.213267,-13.4308002699315,5,1.46918861825364e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4308002699315,-13.3312388034146,0.22479324566065,-13.7788118631963,-13.2559042853201,-13.8039680775176,-13.2552661183776,6,0.52290757787611,0.548701959140017,0.0167371445589814,"Diplocercides_kayseri | Miguashaia_grossi | Ngamugawi_wirngarri | Styloichthys_changae",4,"Diplocercides kayseri; Miguashaia grossi; ..."
51,96,97,14.132354,16.12517,1.992816,-13.4676676013437,5,1.4160098573045e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4676676013437,-13.0002729159846,1.68202251863268,-16.1440380785007,-12.1212625598183,-16.4330480980528,-12.1197761236903,6,4.02277551868243,4.31327197436248,0.124893379345423,"Asperocephalus_milleri | Asperocephalus_sp | Durialepis_edentatus | Glyptolepis_paucidens | Heimenia_ensis | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Porolepis_brevis | Quebecius_quebecensis",11,"Asperocephalus milleri; Asperocephalus sp; ..."
72,96,17,14.132354,18.942986,4.810632,-13.4676676013437,5,1.4160098573045e-06,"regular","value",FALSE,FALSE,"-14 to -13",-13.4676676013437,-13.0002729159846,1.68202251863268,-16.1440380785007,-12.1212625598183,-16.4330480980528,-12.1197761236903,6,4.02277551868243,4.31327197436248,0.124893379345423,"Powichthys_thorsteinssoni",1,"Powichthys thorsteinssoni"
146,167,168,40.124683,44.64798,4.523297,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.35946169069697,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049358,0.944525585916297,0.0240277645067346,"Gogosardina_coatesi | Mimipiscis_bartrami | Mimipiscis_toombsi",3,"Gogosardina coatesi; Mimipiscis bartrami; ..."
151,167,77,40.124683,50.676667,10.551984,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Howqualepis_rostridens",1,"Howqualepis rostridens"
155,162,163,29.695956,48.831076,19.13512,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Cuneognathus_gardineri | Kentuckia_hlavini | Limnomis_delayni | Paleoneiros_clackorum",4,"Cuneognathus gardineri; Kentuckia hlavini; ..."
156,163,164,48.831076,60.265376,11.4343,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.35946169069697,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049359,0.944525585916297,0.0240277645067346,"Cuneognathus_gardineri | Kentuckia_hlavini | Limnomis_delayni",3,"Cuneognathus gardineri; Kentuckia hlavini; ..."
144,162,166,29.695956,34.210599,4.514643,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Gogosardina_coatesi | Howqualepis_rostridens | Mimipiscis_bartrami | Mimipiscis_toombsi | Moythomasia_durgaringa | Raynerius_splendens",6,"Gogosardina coatesi; Howqualepis rostridens; ..."
145,166,167,34.210599,40.124683,5.914084,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Gogosardina_coatesi | Howqualepis_rostridens | Mimipiscis_bartrami | Mimipiscis_toombsi",4,"Gogosardina coatesi; Howqualepis rostridens; ..."
147,168,169,44.64798,51.661405,7.013425,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Gogosardina_coatesi | Mimipiscis_bartrami",2,"Gogosardina coatesi; Mimipiscis bartrami"
148,169,78,51.661405,53.235149,1.573744,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Gogosardina_coatesi",1,"Gogosardina coatesi"
149,169,79,51.661405,53.217341,1.555936,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Mimipiscis_bartrami",1,"Mimipiscis bartrami"
150,168,80,44.64798,53.14244,8.49446,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Mimipiscis_toombsi",1,"Mimipiscis toombsi"
152,166,170,34.210599,46.980489,12.76989,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696972,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049363,0.944525585916301,0.0240277645067347,"Moythomasia_durgaringa | Raynerius_splendens",2,"Moythomasia durgaringa; Raynerius splendens"
153,170,81,46.980489,53.228145,6.247656,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Moythomasia_durgaringa",1,"Moythomasia durgaringa"
157,164,165,60.265376,66.334293,6.06891700000001,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696972,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916303,0.0240277645067348,"Cuneognathus_gardineri | Limnomis_delayni",2,"Cuneognathus gardineri; Limnomis delayni"
158,165,73,66.334293,71.123109,4.788816,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Cuneognathus_gardineri",1,"Cuneognathus gardineri"
159,165,74,66.334293,67.963941,1.629648,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Limnomis_delayni",1,"Limnomis delayni"
160,164,75,60.265376,67.297048,7.03167199999999,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Kentuckia_hlavini",1,"Kentuckia hlavini"
161,163,76,48.831076,62.559366,13.72829,-14.9602635982311,4,3.18302515989157e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049361,0.944525585916299,0.0240277645067347,"Paleoneiros_clackorum",1,"Paleoneiros clackorum"
154,170,82,46.980489,55.901353,8.920864,-14.9602635982311,4,3.18302515989156e-07,"regular","value",FALSE,FALSE,"-15 to -14",-14.9602635982311,-15.0010625641038,0.359461690696971,-15.450048530027,-14.5551718239776,-15.495788323863,-14.5512627379467,6,0.894876706049359,0.944525585916297,0.0240277645067347,"Raynerius_splendens",1,"Raynerius splendens"
143,161,162,24.42901,29.695956,5.266946,-15.0856817335894,3,2.80783554364055e-07,"regular","value",FALSE,FALSE,"-16 to -15",-15.0856817335894,-15.1118627856323,0.331501806808512,-15.4756953131732,-14.595888586968,-15.495788323863,-14.5512627379467,6,0.879806726205102,0.944525585916299,0.0219745990047236,"Cuneognathus_gardineri | Gogosardina_coatesi | Howqualepis_rostridens | Kentuckia_hlavini | Limnomis_delayni | Mimipiscis_bartrami | Mimipiscis_toombsi | Moythomasia_durgaringa | Paleoneiros_clackorum | Raynerius_splendens",10,"Cuneognathus gardineri; Gogosardina coatesi; ..."
162,161,83,24.42901,61.10523,36.67622,-15.0856817335894,3,2.80783554364055e-07,"regular","value",FALSE,FALSE,"-16 to -15",-15.0856817335894,-15.1118627856323,0.331501806808513,-15.4756953131732,-14.595888586968,-15.495788323863,-14.5512627379467,6,0.879806726205103,0.944525585916301,0.0219745990047237,"Osorioichthys_marginis",1,"Osorioichthys marginis"
50,95,96,12.346647,14.132354,1.785707,-15.114720046085,3,2.72747317830111e-07,"regular","value",FALSE,FALSE,"-16 to -15",-15.114720046085,-14.9603399934563,2.13099226275159,-18.2379667445439,-12.6981082634967,-18.5603599135771,-12.5598000488774,6,5.53985848104716,6.00055986469967,0.140987875147814,"Asperocephalus_milleri | Asperocephalus_sp | Durialepis_edentatus | Glyptolepis_paucidens | Heimenia_ensis | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Porolepis_brevis | Powichthys_thorsteinssoni | Quebecius_quebecensis",12,"Asperocephalus milleri; Asperocephalus sp; ..."
73,95,5,12.346647,19.065386,6.718739,-15.114720046085,3,2.72747317830111e-07,"regular","value",FALSE,FALSE,"-16 to -15",-15.114720046085,-14.9603399934563,2.13099226275159,-18.2379667445439,-12.6981082634967,-18.5603599135771,-12.5598000488774,6,5.53985848104716,6.00055986469967,0.140987875147814,"Arquatichthys_porosus",1,"Arquatichthys porosus"
53,98,99,17.653706,35.950956,18.29725,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611672,"Asperocephalus_milleri | Asperocephalus_sp | Glyptolepis_paucidens | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Quebecius_quebecensis",8,"Asperocephalus milleri; Asperocephalus sp; ..."
54,99,100,35.950956,38.89421,2.943254,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.8638246667341,2.94124363215922,0.0795760333611671,"Asperocephalus_milleri | Asperocephalus_sp | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Quebecius_quebecensis",7,"Asperocephalus milleri; Asperocephalus sp; ..."
55,100,102,38.89421,43.937871,5.043661,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.8638246667341,2.94124363215922,0.0795760333611671,"Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Quebecius_quebecensis",5,"Holoptychius bergmanni; Holoptychius giganteus; ..."
56,102,103,43.937871,48.567587,4.629716,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki",3,"Holoptychius bergmanni; Holoptychius giganteus; ..."
57,103,104,48.567587,52.290325,3.722738,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Holoptychius_giganteus | Holoptychius_jarviki",2,"Holoptychius giganteus; Holoptychius jarviki"
58,104,9,52.290325,57.853261,5.562936,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Holoptychius_giganteus",1,"Holoptychius giganteus"
59,104,10,52.290325,53.851617,1.561292,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Holoptychius_jarviki",1,"Holoptychius jarviki"
60,103,8,48.567587,56.349944,7.782357,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Holoptychius_bergmanni",1,"Holoptychius bergmanni"
61,102,105,43.937871,51.181428,7.243557,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Laccognathus_embryi | Quebecius_quebecensis",2,"Laccognathus embryi; Quebecius quebecensis"
62,105,11,51.181428,55.944024,4.762596,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Laccognathus_embryi",1,"Laccognathus embryi"
63,105,12,51.181428,55.813973,4.632545,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611672,"Quebecius_quebecensis",1,"Quebecius quebecensis"
64,100,101,38.89421,43.663059,4.768849,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Asperocephalus_milleri | Asperocephalus_sp",2,"Asperocephalus milleri; Asperocephalus sp"
65,101,6,43.663059,47.713399,4.05034,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Asperocephalus_milleri",1,"Asperocephalus milleri"
66,101,7,43.663059,46.659212,2.996153,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Asperocephalus_sp",1,"Asperocephalus sp"
67,99,13,35.950956,41.083744,5.132788,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.8638246667341,2.94124363215922,0.0795760333611671,"Glyptolepis_paucidens",1,"Glyptolepis paucidens"
68,98,106,17.653706,19.353947,1.700241,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.8638246667341,2.94124363215922,0.0795760333611671,"Durialepis_edentatus | Heimenia_ensis",2,"Durialepis edentatus; Heimenia ensis"
69,106,14,19.353947,20.390783,1.036836,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Durialepis_edentatus",1,"Durialepis edentatus"
